,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12
10,2023-02-12 14:22:20.265808,"(1.0500000715255737, 21.75, 23.95800018310547)","(-16.950000762939453, 50.85000228881836, 56.62799835205078)","(6.300000190734863, 21.450000762939453, 49.125999450683594)","(-18.900001525878906, 22.80000114440918, 46.22200012207031)","(-19.350000381469727, 36.45000076293945, 38.47800064086914)","(12.90000057220459, 32.400001525878906, 68.48600006103516)","(21.150001525878906, 59.70000076293945, 46.70600128173828)","(31.80000114440918, 90.75, 62.91999816894531)","(1.0500000715255737, 57.750003814697266, 15.729999542236328)","(-9.90000057220459, 56.10000228881836, 8.953999519348145)","(20.700000762939453, 31.650001525878906, 44.2859992980957)","(-7.800000190734863, 28.200000762939453, 18.392000198364258)"
11,2023-02-12 14:22:20.267222,"(-0.45000001788139343, 21.0, 22.74799919128418)","(-19.200000762939453, 52.80000305175781, 58.321998596191406)","(5.700000286102295, 20.400001525878906, 47.43199920654297)","(-16.350000381469727, 20.55000114440918, 42.59199905395508)","(-19.200000762939453, 35.400001525878906, 37.5099983215332)","(15.15000057220459, 32.55000305175781, 68.00199890136719)","(21.0, 60.45000076293945, 45.737998962402344)","(32.10000228881836, 90.45000457763672, 61.95199966430664)","(-0.15000000596046448, 59.55000305175781, 16.940000534057617)","(-10.050000190734863, 56.55000305175781, 9.437999725341797)","(22.200000762939453, 31.950000762939453, 44.52799987792969)","(-7.950000286102295, 28.950000762939453, 16.45599937438965)"
12,2023-02-12 14:22:20.308979,"(1.0500000715255737, 20.55000114440918, 24.926000595092773)","(-16.350000381469727, 48.60000228881836, 53.7239990234375)","(7.650000095367432, 18.900001525878906, 41.624000549316406)","(-14.550000190734863, 21.900001525878906, 37.268001556396484)","(-17.400001525878906, 36.900001525878906, 36.54199981689453)","(16.05000114440918, 32.55000305175781, 65.0979995727539)","(21.0, 60.45000076293945, 47.43199920654297)","(33.900001525878906, 90.60000610351562, 61.46799850463867)","(2.700000047683716, 60.45000076293945, 16.697999954223633)","(-11.40000057220459, 57.750003814697266, 9.92199993133545)","(21.75, 34.5, 44.04399871826172)","(-8.100000381469727, 29.700000762939453, 17.666000366210938)"
13,2023-02-12 14:22:20.311145,"(0.6000000238418579, 19.80000114440918, 24.926000595092773)","(-15.90000057220459, 47.55000305175781, 51.30400085449219)","(9.450000762939453, 19.05000114440918, 39.6879997253418)","(-13.350000381469727, 20.400001525878906, 36.54199981689453)","(-15.300000190734863, 38.55000305175781, 33.395999908447266)","(16.80000114440918, 33.60000228881836, 64.37200164794922)","(22.200000762939453, 60.900001525878906, 46.947998046875)","(33.60000228881836, 90.9000015258789, 62.43600082397461)","(1.0500000715255737, 59.10000228881836, 21.538000106811523)","(-9.90000057220459, 57.000003814697266, 9.680000305175781)","(24.600000381469727, 30.450000762939453, 45.49599838256836)","(-7.050000190734863, 27.900001525878906, 19.8439998626709)"
14,2023-02-12 14:22:20.354253,"(0.75, 19.350000381469727, 24.68400001525879)","(-16.350000381469727, 45.60000228881836, 49.125999450683594)","(8.850000381469727, 19.5, 38.961997985839844)","(-12.750000953674316, 19.80000114440918, 34.36399841308594)","(-13.950000762939453, 38.25, 31.70199966430664)","(18.150001525878906, 33.150001525878906, 61.709999084472656)","(21.75, 60.150001525878906, 47.43199920654297)","(34.35000228881836, 92.10000610351562, 63.88800048828125)","(0.45000001788139343, 60.150001525878906, 20.56999969482422)","(-10.5, 57.45000076293945, 10.406000137329102)","(24.900001525878906, 32.400001525878906, 45.737998962402344)","(-6.300000190734863, 27.750001907348633, 19.360000610351562)"
15,2023-02-12 14:22:20.355569,"(1.6500000953674316, 20.25, 23.4739990234375)","(-14.550000190734863, 45.900001525878906, 50.81999969482422)","(9.0, 18.150001525878906, 36.05799865722656)","(-10.050000190734863, 19.350000381469727, 32.66999816894531)","(-13.800000190734863, 38.70000076293945, 29.281999588012695)","(19.950000762939453, 33.0, 60.742000579833984)","(20.100000381469727, 60.750003814697266, 48.15800094604492)","(34.20000076293945, 90.30000305175781, 66.55000305175781)","(1.6500000953674316, 61.95000076293945, 22.263999938964844)","(-10.5, 57.60000228881836, 11.37399959564209)","(25.350000381469727, 32.70000076293945, 48.15800094604492)","(-5.400000095367432, 27.750001907348633, 19.118000030517578)"
16,2023-02-12 14:22:20.398979,"(1.2000000476837158, 19.350000381469727, 23.4739990234375)","(-15.750000953674316, 46.95000076293945, 49.36800003051758)","(11.850000381469727, 17.850000381469727, 35.09000015258789)","(-9.0, 17.100000381469727, 30.492000579833984)","(-12.90000057220459, 37.05000305175781, 27.829999923706055)","(20.700000762939453, 33.0, 60.257999420166016)","(21.75, 58.500003814697266, 50.093997955322266)","(32.70000076293945, 91.05000305175781, 67.2760009765625)","(2.1000001430511475, 60.000003814697266, 23.715999603271484)","(-9.15000057220459, 57.900001525878906, 11.131999969482422)","(21.75, 32.70000076293945, 47.43199920654297)","(-5.400000095367432, 27.450000762939453, 20.327999114990234)"
17,2023-02-12 14:22:20.444180,"(1.0500000715255737, 18.600000381469727, 22.74799919128418)","(-13.800000190734863, 46.5, 45.97999954223633)","(12.15000057220459, 17.400001525878906, 32.66999816894531)","(-9.450000762939453, 18.450000762939453, 28.07200050354004)","(-11.40000057220459, 38.70000076293945, 28.79800033569336)","(21.30000114440918, 32.85000228881836, 58.805999755859375)","(21.600000381469727, 60.000003814697266, 48.88399887084961)","(33.0, 91.05000305175781, 65.8239974975586)","(1.9500000476837158, 61.05000305175781, 19.8439998626709)","(-9.75, 56.85000228881836, 11.616000175476074)","(25.500001907348633, 33.900001525878906, 44.77000045776367)","(-5.700000286102295, 29.250001907348633, 20.086000442504883)"
18,2023-02-12 14:22:20.445635,"(1.2000000476837158, 20.100000381469727, 23.715999603271484)","(-15.15000057220459, 45.45000076293945, 44.04399871826172)","(12.300000190734863, 16.05000114440918, 32.428001403808594)","(-7.500000476837158, 18.450000762939453, 25.40999984741211)","(-9.90000057220459, 39.150001525878906, 27.58799934387207)","(21.30000114440918, 32.85000228881836, 57.59600067138672)","(22.200000762939453, 59.250003814697266, 50.093997955322266)","(34.35000228881836, 92.10000610351562, 65.0979995727539)","(2.1000001430511475, 60.45000076293945, 22.263999938964844)","(-8.550000190734863, 56.70000076293945, 11.37399959564209)","(24.900001525878906, 33.75, 45.737998962402344)","(-4.650000095367432, 28.200000762939453, 22.74799919128418)"
19,2023-02-12 14:22:20.488955,"(1.2000000476837158, 19.200000762939453, 21.053998947143555)","(-14.100000381469727, 43.20000076293945, 45.49599838256836)","(13.350000381469727, 15.450000762939453, 30.25)","(-6.450000286102295, 19.5, 27.104000091552734)","(-8.850000381469727, 38.25, 25.652000427246094)","(22.05000114440918, 33.0, 55.417999267578125)","(22.5, 59.85000228881836, 47.91600036621094)","(34.650001525878906, 89.85000610351562, 65.0979995727539)","(2.5500001907348633, 58.80000305175781, 25.167999267578125)","(-7.650000095367432, 57.750003814697266, 12.100000381469727)","(25.05000114440918, 33.150001525878906, 48.88399887084961)","(-4.050000190734863, 28.950000762939453, 21.29599952697754)"
20,2023-02-12 14:22:20.490269,"(2.25, 18.900001525878906, 21.29599952697754)","(-14.850000381469727, 46.650001525878906, 46.22200012207031)","(14.100000381469727, 13.200000762939453, 26.86199951171875)","(-6.300000190734863, 19.05000114440918, 27.58799934387207)","(-7.350000381469727, 38.25, 26.13599967956543)","(23.400001525878906, 33.0, 56.869998931884766)","(22.650001525878906, 59.70000076293945, 50.093997955322266)","(35.70000076293945, 92.55000305175781, 67.2760009765625)","(2.25, 60.45000076293945, 24.68400001525879)","(-8.25, 57.000003814697266, 10.890000343322754)","(27.000001907348633, 34.05000305175781, 47.91600036621094)","(-3.750000238418579, 29.250001907348633, 21.538000106811523)"
21,2023-02-12 14:22:20.534253,"(3.1500000953674316, 18.150001525878906, 21.780000686645508)","(-15.000000953674316, 45.900001525878906, 43.801998138427734)","(15.600000381469727, 14.40000057220459, 27.829999923706055)","(-4.5, 17.55000114440918, 23.715999603271484)","(-6.750000476837158, 38.55000305175781, 23.4739990234375)","(24.0, 33.0, 55.17599868774414)","(22.650001525878906, 60.000003814697266, 48.400001525878906)","(34.5, 90.30000305175781, 66.30799865722656)","(4.950000286102295, 61.500003814697266, 27.104000091552734)","(-7.500000476837158, 57.150001525878906, 11.857999801635742)","(27.900001525878906, 32.55000305175781, 47.189998626708984)","(-1.350000023841858, 28.500001907348633, 22.263999938964844)"
22,2023-02-12 14:22:20.535768,"(2.4000000953674316, 19.350000381469727, 20.812000274658203)","(-12.300000190734863, 45.75, 44.2859992980957)","(14.550000190734863, 16.650001525878906, 25.652000427246094)","(-4.800000190734863, 18.600000381469727, 24.200000762939453)","(-7.800000190734863, 40.80000305175781, 23.95800018310547)","(23.400001525878906, 33.150001525878906, 54.20800018310547)","(23.400001525878906, 59.85000228881836, 49.61000061035156)","(34.650001525878906, 90.45000457763672, 66.30799865722656)","(4.350000381469727, 58.95000076293945, 23.4739990234375)","(-6.450000286102295, 56.55000305175781, 12.100000381469727)","(27.600000381469727, 33.45000076293945, 47.67399978637695)","(-3.0, 28.80000114440918, 22.74799919128418)"
23,2023-02-12 14:22:20.579014,"(2.700000047683716, 18.450000762939453, 19.118000030517578)","(-11.25, 43.650001525878906, 41.38199996948242)","(17.25, 16.350000381469727, 26.619998931884766)","(-4.650000095367432, 20.400001525878906, 22.263999938964844)","(-6.150000095367432, 40.20000076293945, 22.74799919128418)","(25.500001907348633, 33.900001525878906, 53.965999603271484)","(22.950000762939453, 59.55000305175781, 48.88399887084961)","(36.0, 91.5, 68.00199890136719)","(5.550000190734863, 58.20000076293945, 22.02199935913086)","(-5.550000190734863, 57.900001525878906, 12.342000007629395)","(28.200000762939453, 32.70000076293945, 48.15800094604492)","(-1.9500000476837158, 30.000001907348633, 25.167999267578125)"
24,2023-02-12 14:22:20.580444,"(2.8500001430511475, 19.350000381469727, 20.56999969482422)","(-13.200000762939453, 44.10000228881836, 43.31800079345703)","(17.55000114440918, 17.400001525878906, 26.378000259399414)","(-1.2000000476837158, 20.25, 21.780000686645508)","(-6.900000095367432, 39.900001525878906, 23.715999603271484)","(25.05000114440918, 34.20000076293945, 54.20800018310547)","(23.100000381469727, 59.400001525878906, 49.125999450683594)","(36.150001525878906, 91.80000305175781, 68.00199890136719)","(6.150000095367432, 60.000003814697266, 25.167999267578125)","(-5.850000381469727, 55.95000076293945, 11.37399959564209)","(30.150001525878906, 33.75, 47.189998626708984)","(-1.8000000715255737, 28.200000762939453, 23.4739990234375)"
25,2023-02-12 14:22:20.623793,"(4.650000095367432, 21.600000381469727, 21.29599952697754)","(-11.850000381469727, 45.900001525878906, 43.07600021362305)","(18.450000762939453, 15.300000190734863, 27.829999923706055)","(-0.45000001788139343, 20.850000381469727, 19.8439998626709)","(-6.0, 41.10000228881836, 22.506000518798828)","(27.450000762939453, 34.5, 52.75600051879883)","(24.900001525878906, 60.000003814697266, 49.85200119018555)","(37.5, 93.30000305175781, 66.79199981689453)","(4.200000286102295, 58.500003814697266, 24.68400001525879)","(-4.650000095367432, 56.70000076293945, 12.342000007629395)","(29.250001907348633, 33.900001525878906, 47.91600036621094)","(0.6000000238418579, 28.650001525878906, 22.263999938964844)"
26,2023-02-12 14:22:20.668928,"(3.0, 19.5, 17.666000366210938)","(-10.800000190734863, 44.85000228881836, 39.20399856567383)","(19.350000381469727, 18.0, 23.95800018310547)","(-0.30000001192092896, 18.0, 22.263999938964844)","(-4.650000095367432, 42.150001525878906, 24.441999435424805)","(27.30000114440918, 34.650001525878906, 51.78799819946289)","(24.750001907348633, 60.45000076293945, 50.093997955322266)","(38.70000076293945, 91.35000610351562, 67.2760009765625)","(5.400000095367432, 60.30000305175781, 24.200000762939453)","(-3.6000001430511475, 58.05000305175781, 11.857999801635742)","(32.10000228881836, 32.25, 47.91600036621094)","(0.0, 30.30000114440918, 22.506000518798828)"
27,2023-02-12 14:22:20.670883,"(4.5, 20.100000381469727, 19.601999282836914)","(-8.40000057220459, 47.85000228881836, 40.41400146484375)","(21.0, 15.90000057220459, 26.13599967956543)","(-0.9000000357627869, 19.650001525878906, 21.780000686645508)","(-3.9000000953674316, 39.900001525878906, 19.118000030517578)","(28.500001907348633, 34.95000076293945, 51.30400085449219)","(25.650001525878906, 60.900001525878906, 48.641998291015625)","(38.85000228881836, 92.10000610351562, 67.51799774169922)","(8.550000190734863, 59.85000228881836, 23.23200035095215)","(-2.8500001430511475, 58.35000228881836, 12.342000007629395)","(30.750001907348633, 33.0, 46.70600128173828)","(3.3000001907348633, 29.100000381469727, 22.989999771118164)"
28,2023-02-12 14:22:20.714065,"(3.9000000953674316, 20.100000381469727, 19.8439998626709)","(-8.850000381469727, 43.95000076293945, 39.6879997253418)","(21.0, 18.600000381469727, 26.86199951171875)","(0.15000000596046448, 19.5, 19.360000610351562)","(-3.6000001430511475, 43.5, 20.086000442504883)","(27.150001525878906, 36.30000305175781, 51.54600143432617)","(25.350000381469727, 61.20000076293945, 49.85200119018555)","(38.85000228881836, 93.30000305175781, 66.79199981689453)","(7.200000286102295, 61.500003814697266, 23.23200035095215)","(-3.450000047683716, 58.20000076293945, 12.583999633789062)","(32.25, 34.5, 48.641998291015625)","(3.450000047683716, 29.55000114440918, 22.74799919128418)"
29,2023-02-12 14:22:20.715612,"(4.5, 19.80000114440918, 17.18199920654297)","(-9.450000762939453, 46.5, 38.47800064086914)","(20.25, 17.400001525878906, 22.74799919128418)","(1.6500000953674316, 19.650001525878906, 18.634000778198242)","(-1.2000000476837158, 43.5, 19.360000610351562)","(29.55000114440918, 36.0, 48.88399887084961)","(27.000001907348633, 61.20000076293945, 48.15800094604492)","(39.900001525878906, 90.9000015258789, 68.00199890136719)","(10.200000762939453, 60.60000228881836, 24.926000595092773)","(-2.700000047683716, 57.900001525878906, 12.342000007629395)","(33.150001525878906, 35.400001525878906, 46.4640007019043)","(1.6500000953674316, 30.30000114440918, 21.780000686645508)"
30,2023-02-12 14:22:20.758650,"(5.850000381469727, 19.05000114440918, 18.392000198364258)","(-9.15000057220459, 46.35000228881836, 41.624000549316406)","(21.600000381469727, 18.150001525878906, 21.053998947143555)","(1.8000000715255737, 19.80000114440918, 17.666000366210938)","(-1.350000023841858, 42.150001525878906, 22.263999938964844)","(28.950000762939453, 36.150001525878906, 50.33599853515625)","(27.750001907348633, 60.750003814697266, 49.36800003051758)","(39.45000076293945, 91.95000457763672, 64.12999725341797)","(9.90000057220459, 59.55000305175781, 23.95800018310547)","(-2.1000001430511475, 58.20000076293945, 12.342000007629395)","(33.45000076293945, 34.80000305175781, 47.43199920654297)","(4.650000095367432, 29.700000762939453, 21.053998947143555)"
31,2023-02-12 14:22:20.760402,"(4.800000190734863, 19.80000114440918, 18.392000198364258)","(-10.350000381469727, 44.70000076293945, 39.44599914550781)","(22.5, 19.200000762939453, 21.780000686645508)","(3.3000001907348633, 20.25, 18.392000198364258)","(0.45000001788139343, 41.85000228881836, 17.90799903869629)","(30.000001907348633, 36.30000305175781, 51.0620002746582)","(27.150001525878906, 60.900001525878906, 49.85200119018555)","(40.05000305175781, 93.60000610351562, 65.8239974975586)","(10.200000762939453, 60.900001525878906, 25.40999984741211)","(-0.30000001192092896, 58.20000076293945, 11.616000175476074)","(32.55000305175781, 35.25, 46.4640007019043)","(4.350000381469727, 29.850000381469727, 20.56999969482422)"
32,2023-02-12 14:22:20.804360,"(7.050000190734863, 19.5, 17.666000366210938)","(-8.700000762939453, 46.20000076293945, 41.13999938964844)","(23.400001525878906, 18.600000381469727, 22.74799919128418)","(3.3000001907348633, 20.850000381469727, 20.812000274658203)","(-2.1000001430511475, 42.60000228881836, 18.392000198364258)","(29.850000381469727, 37.95000076293945, 50.093997955322266)","(27.000001907348633, 60.60000228881836, 47.189998626708984)","(40.20000076293945, 93.1500015258789, 66.79199981689453)","(9.450000762939453, 61.35000228881836, 24.68400001525879)","(-0.45000001788139343, 58.650001525878906, 12.583999633789062)","(33.75, 33.45000076293945, 49.36800003051758)","(4.200000286102295, 31.200000762939453, 21.780000686645508)"
33,2023-02-12 14:22:20.848822,"(5.700000286102295, 19.650001525878906, 19.118000030517578)","(-7.500000476837158, 44.70000076293945, 38.720001220703125)","(23.400001525878906, 17.700000762939453, 20.812000274658203)","(2.5500001907348633, 19.350000381469727, 18.875999450683594)","(1.5, 42.45000076293945, 16.940000534057617)","(30.450000762939453, 36.900001525878906, 50.81999969482422)","(27.600000381469727, 60.30000305175781, 49.36800003051758)","(41.25, 92.85000610351562, 66.06600189208984)","(10.050000190734863, 61.05000305175781, 23.23200035095215)","(-1.2000000476837158, 58.500003814697266, 12.342000007629395)","(33.75, 34.80000305175781, 45.012001037597656)","(5.400000095367432, 30.000001907348633, 21.780000686645508)"
34,2023-02-12 14:22:20.850410,"(5.400000095367432, 20.400001525878906, 18.875999450683594)","(-9.0, 46.20000076293945, 39.93000030517578)","(21.75, 17.55000114440918, 22.74799919128418)","(4.5, 20.850000381469727, 17.666000366210938)","(-0.45000001788139343, 44.70000076293945, 15.972000122070312)","(30.750001907348633, 36.150001525878906, 51.30400085449219)","(28.500001907348633, 61.650001525878906, 47.189998626708984)","(41.400001525878906, 94.05000305175781, 69.4540023803711)","(11.700000762939453, 59.400001525878906, 24.926000595092773)","(-1.2000000476837158, 58.20000076293945, 11.857999801635742)","(35.25, 34.80000305175781, 46.22200012207031)","(4.650000095367432, 29.400001525878906, 21.538000106811523)"
35,2023-02-12 14:22:20.893998,"(5.700000286102295, 20.55000114440918, 15.972000122070312)","(-8.850000381469727, 45.30000305175781, 35.332000732421875)","(22.350000381469727, 17.400001525878906, 20.812000274658203)","(3.9000000953674316, 20.700000762939453, 17.666000366210938)","(1.9500000476837158, 42.150001525878906, 18.392000198364258)","(30.450000762939453, 35.55000305175781, 51.0620002746582)","(28.80000114440918, 60.150001525878906, 46.70600128173828)","(39.60000228881836, 90.1500015258789, 64.37200164794922)","(9.450000762939453, 59.400001525878906, 23.95800018310547)","(-0.6000000238418579, 57.45000076293945, 12.342000007629395)","(33.150001525878906, 35.400001525878906, 47.91600036621094)","(4.200000286102295, 29.55000114440918, 21.780000686645508)"
36,2023-02-12 14:22:20.895484,"(4.5, 20.400001525878906, 18.875999450683594)","(-7.500000476837158, 44.400001525878906, 38.236000061035156)","(22.5, 16.650001525878906, 22.02199935913086)","(1.9500000476837158, 21.150001525878906, 17.18199920654297)","(0.9000000357627869, 44.400001525878906, 20.327999114990234)","(30.900001525878906, 37.20000076293945, 49.61000061035156)","(27.600000381469727, 61.05000305175781, 48.15800094604492)","(40.05000305175781, 93.1500015258789, 65.58200073242188)","(10.5, 61.05000305175781, 25.167999267578125)","(-1.350000023841858, 58.80000305175781, 11.857999801635742)","(33.75, 33.30000305175781, 46.70600128173828)","(3.450000047683716, 31.650001525878906, 23.715999603271484)"
37,2023-02-12 14:22:20.939437,"(4.950000286102295, 20.25, 17.666000366210938)","(-8.25, 47.70000076293945, 37.75199890136719)","(22.950000762939453, 18.75, 23.4739990234375)","(2.700000047683716, 19.200000762939453, 14.76200008392334)","(-3.1500000953674316, 41.70000076293945, 18.634000778198242)","(31.350000381469727, 36.150001525878906, 49.36800003051758)","(27.450000762939453, 60.000003814697266, 48.641998291015625)","(40.95000076293945, 92.4000015258789, 67.2760009765625)","(10.350000381469727, 58.80000305175781, 24.926000595092773)","(-0.45000001788139343, 57.45000076293945, 11.616000175476074)","(34.5, 36.900001525878906, 46.70600128173828)","(3.9000000953674316, 29.850000381469727, 19.601999282836914)"
38,2023-02-12 14:22:20.941000,"(4.350000381469727, 20.100000381469727, 18.634000778198242)","(-7.800000190734863, 45.60000228881836, 40.41400146484375)","(21.75, 18.150001525878906, 23.95800018310547)","(4.200000286102295, 21.30000114440918, 17.423999786376953)","(-0.15000000596046448, 42.150001525878906, 18.875999450683594)","(31.500001907348633, 36.60000228881836, 49.61000061035156)","(27.000001907348633, 61.20000076293945, 49.36800003051758)","(41.70000076293945, 92.25, 65.33999633789062)","(7.950000286102295, 61.20000076293945, 24.200000762939453)","(-1.350000023841858, 56.85000228881836, 12.100000381469727)","(33.30000305175781, 35.70000076293945, 47.43199920654297)","(3.450000047683716, 29.400001525878906, 21.053998947143555)"
