,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12
15,2023-02-12 17:10:13.341001,"(-11.850000381469727, 24.900001525878906, 2.4200000762939453)","(18.150001525878906, 69.45000457763672, 77.44000244140625)","(41.55000305175781, 41.55000305175781, 60.257999420166016)","(22.950000762939453, 44.10000228881836, 55.17599868774414)","(21.450000762939453, 58.35000228881836, 53.7239990234375)","(33.30000305175781, 40.05000305175781, 55.17599868774414)","(24.150001525878906, 64.6500015258789, 50.577999114990234)","(37.5, 100.20000457763672, 67.51799774169922)","(34.80000305175781, 81.60000610351562, 66.79199981689453)","(-23.700000762939453, 48.150001525878906, -3.629999876022339)","(33.45000076293945, 41.70000076293945, 54.69200134277344)","(4.650000095367432, 37.05000305175781, 28.555999755859375)"
16,2023-02-12 17:10:13.384353,"(-11.550000190734863, 23.400001525878906, 4.113999843597412)","(21.150001525878906, 69.0, 76.2300033569336)","(41.55000305175781, 42.30000305175781, 60.742000579833984)","(25.05000114440918, 44.70000076293945, 58.321998596191406)","(21.150001525878906, 60.60000228881836, 50.093997955322266)","(33.900001525878906, 42.150001525878906, 58.321998596191406)","(25.350000381469727, 67.5, 49.85200119018555)","(37.80000305175781, 100.05000305175781, 67.76000213623047)","(35.400001525878906, 81.9000015258789, 66.06600189208984)","(-22.650001525878906, 48.60000228881836, -2.4200000762939453)","(37.05000305175781, 41.85000228881836, 56.14400100708008)","(4.350000381469727, 36.150001525878906, 27.104000091552734)"
17,2023-02-12 17:10:13.385990,"(-13.200000762939453, 23.700000762939453, 3.871999979019165)","(18.450000762939453, 69.9000015258789, 71.38999938964844)","(41.25, 43.35000228881836, 55.417999267578125)","(23.850000381469727, 46.5, 55.902000427246094)","(19.350000381469727, 61.650001525878906, 49.125999450683594)","(34.5, 41.400001525878906, 56.38600158691406)","(29.250001907348633, 67.05000305175781, 55.417999267578125)","(40.35000228881836, 99.30000305175781, 68.24400329589844)","(35.55000305175781, 82.35000610351562, 65.8239974975586)","(-23.25, 48.900001525878906, -3.388000011444092)","(33.45000076293945, 39.45000076293945, 52.75600051879883)","(5.850000381469727, 36.0, 27.58799934387207)"
18,2023-02-12 17:10:13.429269,"(-12.300000190734863, 23.400001525878906, 3.629999876022339)","(18.30000114440918, 70.35000610351562, 75.74600219726562)","(42.150001525878906, 41.55000305175781, 57.59600067138672)","(28.200000762939453, 46.35000228881836, 52.27199935913086)","(20.55000114440918, 59.250003814697266, 47.91600036621094)","(33.150001525878906, 42.60000228881836, 55.17599868774414)","(25.650001525878906, 64.5, 51.30400085449219)","(39.45000076293945, 97.20000457763672, 68.97000122070312)","(34.95000076293945, 81.30000305175781, 65.8239974975586)","(-21.600000381469727, 49.80000305175781, -1.694000005722046)","(32.70000076293945, 40.20000076293945, 50.093997955322266)","(6.300000190734863, 37.05000305175781, 27.104000091552734)"
19,2023-02-12 17:10:13.430752,"(-12.300000190734863, 24.600000381469727, 3.871999979019165)","(20.850000381469727, 69.9000015258789, 76.95600128173828)","(43.95000076293945, 40.05000305175781, 64.37200164794922)","(23.850000381469727, 45.45000076293945, 54.20800018310547)","(20.100000381469727, 57.150001525878906, 50.093997955322266)","(34.35000228881836, 41.400001525878906, 54.45000076293945)","(28.650001525878906, 65.25, 57.354000091552734)","(39.30000305175781, 97.50000762939453, 67.51799774169922)","(35.25, 82.5, 65.58200073242188)","(-21.75, 50.400001525878906, -2.177999973297119)","(33.60000228881836, 40.95000076293945, 51.0620002746582)","(4.650000095367432, 34.05000305175781, 27.58799934387207)"
20,2023-02-12 17:10:13.521302,"(-13.950000762939453, 23.100000381469727, 3.871999979019165)","(19.350000381469727, 68.85000610351562, 73.80999755859375)","(43.5, 43.5, 63.645999908447266)","(22.650001525878906, 43.35000228881836, 51.54600143432617)","(22.200000762939453, 60.000003814697266, 51.0620002746582)","(33.45000076293945, 42.0, 58.321998596191406)","(26.55000114440918, 64.35000610351562, 49.125999450683594)","(38.10000228881836, 97.20000457763672, 68.72799682617188)","(34.35000228881836, 82.05000305175781, 64.61399841308594)","(-23.55000114440918, 49.05000305175781, -3.629999876022339)","(34.20000076293945, 39.30000305175781, 55.417999267578125)","(5.25, 38.70000076293945, 29.52400016784668)"
21,2023-02-12 17:10:13.522867,"(-13.800000190734863, 23.400001525878906, 3.1459999084472656)","(14.550000190734863, 65.85000610351562, 74.53600311279297)","(42.0, 42.150001525878906, 61.46799850463867)","(24.900001525878906, 43.20000076293945, 56.38600158691406)","(21.75, 58.500003814697266, 49.36800003051758)","(33.60000228881836, 40.20000076293945, 52.75600051879883)","(28.350000381469727, 66.9000015258789, 53.481998443603516)","(38.55000305175781, 97.6500015258789, 65.8239974975586)","(34.95000076293945, 82.20000457763672, 66.30799865722656)","(-22.350000381469727, 50.55000305175781, -8.227999687194824)","(37.650001525878906, 39.0, 46.947998046875)","(5.100000381469727, 37.20000076293945, 26.619998931884766)"
22,2023-02-12 17:10:13.524641,"(-14.40000057220459, 25.200000762939453, 2.177999973297119)","(18.450000762939453, 71.70000457763672, 74.53600311279297)","(42.0, 41.10000228881836, 58.56399917602539)","(25.350000381469727, 43.05000305175781, 56.38600158691406)","(22.650001525878906, 57.900001525878906, 46.70600128173828)","(32.55000305175781, 38.10000228881836, 51.54600143432617)","(25.950000762939453, 64.20000457763672, 49.85200119018555)","(39.60000228881836, 96.45000457763672, 67.51799774169922)","(35.400001525878906, 83.10000610351562, 66.06600189208984)","(-22.650001525878906, 50.85000228881836, -4.5980000495910645)","(35.55000305175781, 36.30000305175781, 50.81999969482422)","(3.6000001430511475, 36.45000076293945, 22.506000518798828)"
23,2023-02-12 17:10:13.564696,"(-10.950000762939453, 23.700000762939453, 3.1459999084472656)","(22.200000762939453, 63.000003814697266, 68.72799682617188)","(42.60000228881836, 45.45000076293945, 54.45000076293945)","(28.05000114440918, 42.900001525878906, 55.65999984741211)","(21.450000762939453, 57.45000076293945, 48.88399887084961)","(33.150001525878906, 41.25, 55.65999984741211)","(26.700000762939453, 66.9000015258789, 47.189998626708984)","(39.75, 98.10000610351562, 66.79199981689453)","(36.60000228881836, 81.30000305175781, 66.55000305175781)","(-22.350000381469727, 51.45000076293945, -3.629999876022339)","(37.80000305175781, 40.650001525878906, 48.88399887084961)","(5.700000286102295, 36.45000076293945, 24.200000762939453)"
24,2023-02-12 17:10:13.565827,"(-11.25, 25.05000114440918, 2.177999973297119)","(20.850000381469727, 66.1500015258789, 70.18000030517578)","(42.30000305175781, 43.95000076293945, 58.56399917602539)","(28.200000762939453, 42.150001525878906, 53.965999603271484)","(21.450000762939453, 56.55000305175781, 45.737998962402344)","(37.35000228881836, 39.0, 53.965999603271484)","(33.30000305175781, 62.250003814697266, 46.947998046875)","(42.30000305175781, 98.10000610351562, 66.55000305175781)","(36.900001525878906, 81.60000610351562, 63.40399932861328)","(-21.900001525878906, 49.35000228881836, -5.081999778747559)","(34.05000305175781, 39.60000228881836, 51.0620002746582)","(6.900000095367432, 35.400001525878906, 25.652000427246094)"
25,2023-02-12 17:10:13.567530,"(-9.15000057220459, 24.0, 1.4520000219345093)","(18.0, 69.75, 73.08399963378906)","(43.05000305175781, 42.0, 58.07999801635742)","(25.80000114440918, 42.60000228881836, 51.78799819946289)","(24.30000114440918, 60.60000228881836, 42.10799789428711)","(37.650001525878906, 39.150001525878906, 53.481998443603516)","(28.05000114440918, 62.85000228881836, 51.0620002746582)","(41.70000076293945, 97.50000762939453, 64.85600280761719)","(37.5, 81.75, 64.37200164794922)","(-20.700000762939453, 47.55000305175781, -8.711999893188477)","(34.5, 40.650001525878906, 48.15800094604492)","(6.900000095367432, 35.70000076293945, 23.4739990234375)"
26,2023-02-12 17:10:13.609708,"(-9.0, 22.350000381469727, 0.0)","(17.25, 69.60000610351562, 70.18000030517578)","(43.35000228881836, 40.80000305175781, 56.38600158691406)","(26.55000114440918, 43.05000305175781, 54.20800018310547)","(22.350000381469727, 56.10000228881836, 44.52799987792969)","(34.95000076293945, 38.70000076293945, 51.78799819946289)","(30.000001907348633, 61.650001525878906, 45.49599838256836)","(42.150001525878906, 96.30000305175781, 63.40399932861328)","(37.95000076293945, 80.4000015258789, 63.1619987487793)","(-20.700000762939453, 47.85000228881836, -9.92199993133545)","(38.55000305175781, 37.95000076293945, 50.33599853515625)","(8.550000190734863, 36.75, 23.4739990234375)"
27,2023-02-12 17:10:13.611307,"(-10.350000381469727, 24.0, 0.48399999737739563)","(16.350000381469727, 65.4000015258789, 69.93799591064453)","(44.70000076293945, 41.85000228881836, 57.11199951171875)","(25.500001907348633, 42.60000228881836, 52.513999938964844)","(22.950000762939453, 55.95000076293945, 49.61000061035156)","(35.85000228881836, 39.30000305175781, 50.577999114990234)","(26.250001907348633, 61.20000076293945, 45.25400161743164)","(41.85000228881836, 94.5, 65.33999633789062)","(38.55000305175781, 81.75, 59.53200149536133)","(-17.100000381469727, 45.75, -10.64799976348877)","(38.85000228881836, 39.900001525878906, 48.88399887084961)","(10.050000190734863, 34.80000305175781, 22.989999771118164)"
28,2023-02-12 17:10:13.699707,"(-9.450000762939453, 25.05000114440918, -0.7260000109672546)","(22.650001525878906, 69.30000305175781, 73.08399963378906)","(45.150001525878906, 39.75, 55.902000427246094)","(27.600000381469727, 41.10000228881836, 45.737998962402344)","(22.200000762939453, 55.650001525878906, 41.38199996948242)","(34.35000228881836, 37.650001525878906, 49.125999450683594)","(29.700000762939453, 63.30000305175781, 49.36800003051758)","(41.400001525878906, 93.75, 64.12999725341797)","(38.70000076293945, 80.55000305175781, 61.22599792480469)","(-18.900001525878906, 46.5, -10.890000343322754)","(33.45000076293945, 39.75, 46.70600128173828)","(10.350000381469727, 35.400001525878906, 22.02199935913086)"
29,2023-02-12 17:10:13.700987,"(-10.65000057220459, 22.650001525878906, 0.0)","(22.350000381469727, 69.45000457763672, 73.08399963378906)","(47.70000076293945, 37.80000305175781, 55.417999267578125)","(25.350000381469727, 44.70000076293945, 51.54600143432617)","(23.850000381469727, 55.20000076293945, 42.83399963378906)","(34.80000305175781, 39.150001525878906, 52.75600051879883)","(32.55000305175781, 63.30000305175781, 46.4640007019043)","(43.35000228881836, 95.85000610351562, 63.40399932861328)","(38.400001525878906, 78.9000015258789, 62.43600082397461)","(-17.55000114440918, 46.95000076293945, -9.437999725341797)","(38.55000305175781, 39.150001525878906, 49.36800003051758)","(9.0, 35.85000228881836, 22.989999771118164)"
30,2023-02-12 17:10:13.702499,"(-8.850000381469727, 22.80000114440918, -1.2100000381469727)","(21.600000381469727, 62.55000305175781, 71.8740005493164)","(42.30000305175781, 38.400001525878906, 50.577999114990234)","(25.500001907348633, 41.55000305175781, 54.20800018310547)","(25.350000381469727, 56.400001525878906, 44.77000045776367)","(34.05000305175781, 38.55000305175781, 52.99800109863281)","(33.150001525878906, 63.900001525878906, 46.22200012207031)","(41.25, 94.35000610351562, 64.37200164794922)","(40.05000305175781, 81.9000015258789, 62.43600082397461)","(-17.400001525878906, 47.10000228881836, -10.163999557495117)","(38.70000076293945, 37.80000305175781, 49.61000061035156)","(9.15000057220459, 36.45000076293945, 20.56999969482422)"
31,2023-02-12 17:10:13.704187,"(-9.300000190734863, 20.850000381469727, 0.0)","(22.650001525878906, 69.45000457763672, 74.052001953125)","(45.60000228881836, 40.05000305175781, 56.62799835205078)","(26.850000381469727, 43.80000305175781, 53.965999603271484)","(23.25, 55.80000305175781, 47.43199920654297)","(36.75, 38.55000305175781, 52.27199935913086)","(29.700000762939453, 61.650001525878906, 44.04399871826172)","(42.30000305175781, 96.1500015258789, 65.33999633789062)","(38.55000305175781, 79.80000305175781, 59.53200149536133)","(-18.0, 47.55000305175781, -9.437999725341797)","(37.35000228881836, 37.05000305175781, 45.49599838256836)","(9.0, 34.80000305175781, 20.56999969482422)"
32,2023-02-12 17:10:13.744840,"(-8.100000381469727, 20.700000762939453, 0.7260000109672546)","(24.450000762939453, 66.45000457763672, 70.90599822998047)","(45.150001525878906, 42.0, 51.54600143432617)","(28.650001525878906, 43.5, 51.54600143432617)","(25.650001525878906, 55.95000076293945, 47.189998626708984)","(38.85000228881836, 38.10000228881836, 51.30400085449219)","(33.30000305175781, 60.000003814697266, 46.22200012207031)","(43.35000228881836, 93.75, 62.43600082397461)","(38.25, 79.6500015258789, 60.98400115966797)","(-16.650001525878906, 46.35000228881836, -9.437999725341797)","(38.85000228881836, 37.20000076293945, 48.400001525878906)","(9.450000762939453, 33.0, 22.506000518798828)"
33,2023-02-12 17:10:13.746363,"(-9.300000190734863, 21.75, 0.24199999868869781)","(24.30000114440918, 64.6500015258789, 68.97000122070312)","(46.20000076293945, 39.60000228881836, 55.902000427246094)","(30.150001525878906, 40.35000228881836, 50.33599853515625)","(23.700000762939453, 54.750003814697266, 45.49599838256836)","(36.900001525878906, 39.0, 52.75600051879883)","(33.45000076293945, 61.35000228881836, 47.67399978637695)","(44.10000228881836, 93.30000305175781, 63.645999908447266)","(40.35000228881836, 78.45000457763672, 63.1619987487793)","(-16.5, 46.05000305175781, -11.616000175476074)","(41.10000228881836, 37.20000076293945, 47.67399978637695)","(14.100000381469727, 34.650001525878906, 22.263999938964844)"
34,2023-02-12 17:10:13.789771,"(-7.350000381469727, 22.950000762939453, 0.9679999947547913)","(26.400001525878906, 65.70000457763672, 73.56800079345703)","(45.150001525878906, 42.75, 55.902000427246094)","(28.200000762939453, 44.85000228881836, 51.0620002746582)","(27.600000381469727, 57.900001525878906, 45.012001037597656)","(34.20000076293945, 39.150001525878906, 49.85200119018555)","(31.350000381469727, 64.5, 47.67399978637695)","(44.55000305175781, 94.05000305175781, 63.88800048828125)","(39.150001525878906, 79.6500015258789, 61.22599792480469)","(-14.700000762939453, 46.80000305175781, -9.92199993133545)","(38.70000076293945, 37.35000228881836, 47.67399978637695)","(13.200000762939453, 33.30000305175781, 21.053998947143555)"
35,2023-02-12 17:10:13.834844,"(-6.900000095367432, 23.100000381469727, 2.4200000762939453)","(23.700000762939453, 66.60000610351562, 69.69599914550781)","(46.95000076293945, 42.30000305175781, 58.321998596191406)","(29.250001907348633, 46.05000305175781, 50.577999114990234)","(27.150001525878906, 55.500003814697266, 45.49599838256836)","(39.75, 37.05000305175781, 54.69200134277344)","(33.45000076293945, 64.80000305175781, 45.49599838256836)","(45.75, 94.35000610351562, 65.58200073242188)","(40.5, 79.95000457763672, 62.678001403808594)","(-12.0, 47.70000076293945, -7.259999752044678)","(44.55000305175781, 35.25, 46.947998046875)","(14.850000381469727, 36.0, 23.95800018310547)"
36,2023-02-12 17:10:13.837737,"(-4.5, 23.100000381469727, 0.7260000109672546)","(22.5, 66.9000015258789, 72.35800170898438)","(48.750003814697266, 41.400001525878906, 54.69200134277344)","(32.55000305175781, 45.30000305175781, 50.33599853515625)","(26.100000381469727, 58.500003814697266, 45.012001037597656)","(39.75, 41.25, 52.27199935913086)","(35.85000228881836, 66.1500015258789, 51.30400085449219)","(45.0, 94.5, 63.40399932861328)","(42.150001525878906, 80.85000610351562, 61.709999084472656)","(-10.800000190734863, 47.25, -6.050000190734863)","(45.30000305175781, 42.75, 49.61000061035156)","(13.800000190734863, 35.70000076293945, 23.715999603271484)"
37,2023-02-12 17:10:13.839653,"(-4.650000095367432, 24.600000381469727, 1.9359999895095825)","(23.400001525878906, 69.0, 75.26200103759766)","(49.05000305175781, 43.05000305175781, 58.805999755859375)","(32.10000228881836, 43.650001525878906, 48.15800094604492)","(30.000001907348633, 59.250003814697266, 43.801998138427734)","(40.95000076293945, 39.45000076293945, 46.70600128173828)","(35.10000228881836, 65.25, 46.947998046875)","(47.55000305175781, 96.0, 65.8239974975586)","(44.55000305175781, 81.45000457763672, 66.06600189208984)","(-9.75, 48.750003814697266, -5.808000087738037)","(44.55000305175781, 36.45000076293945, 50.577999114990234)","(15.90000057220459, 36.30000305175781, 25.167999267578125)"
38,2023-02-12 17:10:13.879481,"(-3.0, 26.400001525878906, 1.694000005722046)","(27.750001907348633, 69.45000457763672, 77.197998046875)","(51.750003814697266, 44.25, 52.75600051879883)","(34.05000305175781, 43.35000228881836, 50.33599853515625)","(31.80000114440918, 54.750003814697266, 49.125999450683594)","(38.400001525878906, 38.55000305175781, 53.7239990234375)","(40.20000076293945, 66.30000305175781, 51.0620002746582)","(50.10000228881836, 96.1500015258789, 66.06600189208984)","(45.45000076293945, 81.1500015258789, 64.61399841308594)","(-9.300000190734863, 50.10000228881836, -4.840000152587891)","(44.85000228881836, 37.05000305175781, 46.22200012207031)","(16.650001525878906, 37.05000305175781, 27.104000091552734)"
39,2023-02-12 17:10:13.880788,"(-0.9000000357627869, 25.350000381469727, 2.6619999408721924)","(27.900001525878906, 70.35000610351562, 73.08399963378906)","(53.70000076293945, 43.5, 57.59600067138672)","(37.35000228881836, 46.35000228881836, 52.029998779296875)","(30.450000762939453, 60.150001525878906, 47.189998626708984)","(43.5, 40.5, 54.20800018310547)","(37.35000228881836, 67.20000457763672, 47.43199920654297)","(48.45000076293945, 96.1500015258789, 67.51799774169922)","(45.45000076293945, 81.45000457763672, 66.30799865722656)","(-9.15000057220459, 46.95000076293945, -7.986000061035156)","(47.25, 40.35000228881836, 49.61000061035156)","(18.450000762939453, 37.5, 28.555999755859375)"
